AccX,AccY,AccZ,GyroX,GyroY,GyroZ,label
-3.778,8.306000000000001,2.9019999999999997,-0.25699999999999995,0.12799999999999992,0.039999999999999994,1.0
-5.592999999999999,6.7299999999999995,0.48900000000000005,-0.24299999999999997,0.242,0.16099999999999998,1.0
-1.288,9.516,0.627,-0.086,-0.04299999999999999,0.03900000000000002,0.0
-2.9050000000000002,7.878,3.464,-0.42400000000000004,0.42799999999999994,0.367,0.0
-2.9040000000000004,8.488,3.966,0.11499999999999995,-0.201,-0.17400000000000002,0.0
-4.667,8.074000000000002,2.714,-0.5170000000000001,0.532,0.207,0.0
-0.3960000000000001,4.426,2.37,0.13399999999999995,0.11899999999999995,-0.426,1.0
-1.8990000000000002,9.427,1.985,-0.011000000000000001,0.041000000000000016,0.06500000000000003,0.0
-3.539,8.208,4.632,-0.08499999999999998,0.13599999999999995,-0.10999999999999999,0.0
-1.3729999999999998,9.03,2.038,0.006999999999999977,-0.09200000000000005,-0.051000000000000004,1.0
-2.835,8.761,4.186,-0.007000000000000073,0.005999999999999942,-0.17,0.0
-2.504,7.965999999999999,3.6310000000000002,0.05800000000000001,-0.11100000000000003,-0.12599999999999997,0.0
-2.953,8.583,3.221,-0.15900000000000009,0.305,0.12399999999999997,0.0
-2.0460000000000003,8.629,2.873,-0.13399999999999998,-0.008999999999999989,0.005999999999999998,0.0
-3.596,8.467,2.8289999999999997,-0.31399999999999995,0.2299999999999999,0.01899999999999999,1.0
2.8230000000000004,8.556000000000001,1.439,-0.313,0.1,-0.47800000000000004,1.0
-0.632,4.221,2.11,0.13799999999999996,0.028999999999999936,-0.30899999999999994,1.0
-2.63,7.656000000000001,3.96,-0.11999999999999997,0.05499999999999996,-0.02399999999999997,0.0
-0.753,6.574000000000001,4.923,0.13800000000000007,-0.52,-0.353,0.0
-2.835,8.996,1.391,-0.063,-0.072,-0.018,0.0
-2.9959999999999996,8.350999999999999,3.034,-0.29000000000000004,0.6799999999999999,0.253,0.0
-2.9989999999999997,8.114999999999998,3.07,-0.38700000000000007,0.614,0.177,0.0
-3.253,7.559,3.7,-0.286,-0.056999999999999995,0.009999999999999992,0.0
-2.977,9.17,2.7510000000000003,-0.629,0.45599999999999996,0.398,0.0
-3.033,7.619,3.7830000000000004,-0.07400000000000001,0.0009999999999999788,-0.252,0.0
1.3350000000000002,7.3629999999999995,2.678,-0.33599999999999997,-0.202,-3.608224830031759e-17,1.0
-6.766,7.384,-0.04100000000000006,-0.0019999999999999593,0.10599999999999991,-0.379,1.0
-4.728,7.647,2.725,-0.043000000000000003,0.077,0.01699999999999999,0.0
-2.88,7.812,3.793,-0.04000000000000004,-0.29500000000000004,-0.025000000000000012,0.0
-3.006,8.054,4.169,0.032,-0.198,-0.22799999999999998,0.0
-2.873,8.238,4.006,-0.06200000000000004,0.13799999999999998,-0.083,0.0
-3.4619999999999997,5.473,-8.675999999999998,-0.37699999999999995,-0.20900000000000007,-0.008999999999999998,1.0
-2.577,8.233,4.0600000000000005,0.004999999999999933,0.05299999999999996,-0.12700000000000003,0.0
-2.104,8.725,2.545,-0.08099999999999999,0.004000000000000013,-0.025000000000000005,0.0
-3.9200000000000004,7.343999999999999,2.327,-0.09199999999999996,-0.13800000000000007,-0.017999999999999995,1.0
-2.95,8.166,3.775,0.007999999999999993,0.08599999999999992,-0.10999999999999996,0.0
-3.2840000000000003,7.928,4.130999999999999,-0.148,0.07299999999999998,0.031999999999999994,0.0
-2.9709999999999996,7.888000000000001,3.5060000000000002,-0.11799999999999997,-0.33899999999999997,-0.03999999999999989,0.0
-3.4899999999999998,5.631,5.936,-0.09899999999999996,-0.20299999999999999,0.41600000000000004,0.0
-4.207,6.935,3.661,-0.191,-0.24,0.01999999999999999,0.0
-2.568,7.715999999999999,4.016,0.296,-0.784,-0.17499999999999996,0.0
-3.9550000000000005,7.51,3.7369999999999997,-0.10899999999999999,0.05499999999999995,0.01800000000000012,0.0
-5.2780000000000005,7.536000000000001,-1.015,0.14399999999999996,-0.015000000000000036,0.194,1.0
-3.75,6.843000000000001,-3.3280000000000003,-0.24,-0.17700000000000007,-0.07200000000000004,1.0
-2.219,8.9,2.12,0.06400000000000002,0.15499999999999997,0.0630000000000001,0.0
-1.9149999999999998,8.565000000000001,3.037,-0.061,-0.08299999999999999,-0.0020000000000000018,0.0
-5.816,7.403999999999999,1.499,-0.086,0.021,-0.07600000000000003,0.0
-1.402,9.446,0.9629999999999999,-0.08199999999999999,-0.003999999999999989,0.07200000000000002,0.0
-2.8819999999999997,7.4430000000000005,3.718,-0.10600000000000001,0.02999999999999998,-0.07800000000000001,0.0
-2.7489999999999997,8.302000000000001,4.166,-0.010000000000000012,0.14999999999999997,-0.09299999999999997,0.0
-7.759,2.26,-0.09900000000000002,0.13300000000000003,0.42299999999999993,-0.426,1.0
-5.55,5.748,2.1990000000000003,-0.10399999999999995,0.007999999999999919,0.013000000000000006,1.0
-3.902,7.514999999999999,3.66,-0.004000000000000001,-0.022999999999999996,-0.03400000000000001,0.0
-3.22,7.805,4.135,-0.173,-0.06400000000000004,-0.01699999999999997,0.0
-2.7779999999999996,8.870000000000001,1.4060000000000001,-0.077,-0.09,-0.005000000000000002,0.0
-4.077,7.4670000000000005,1.925,-0.06099999999999994,-0.11500000000000013,-0.352,1.0
-2.2239999999999998,8.466,3.7310000000000003,0.19200000000000003,-0.021000000000000053,-0.4,0.0
-2.7979999999999996,8.811,3.3369999999999997,-0.33099999999999996,-0.0370000000000001,0.04600000000000002,0.0
-3.024,7.981,3.931,0.05499999999999999,0.02199999999999998,-0.10499999999999998,0.0
-1.6300000000000001,9.052000000000001,0.944,-0.06999999999999999,0.044000000000000025,0.11400000000000003,0.0
-2.797,7.7379999999999995,4.4590000000000005,-0.163,-0.13299999999999998,0.07600000000000001,0.0
-3.007,7.659999999999999,3.8649999999999998,-0.11299999999999996,-0.085,-0.0409999999999999,0.0
-3.008,6.960000000000001,4.578,-0.0010000000000000037,-0.246,-0.21000000000000002,0.0
-3.036,7.704000000000001,3.146,-0.026000000000000068,-0.4630000000000001,-0.11700000000000002,0.0
-3.457,7.8759999999999994,2.7249999999999996,-0.326,0.22699999999999995,0.21599999999999997,0.0
-4.453,8.618,-2.209,0.0029999999999999723,0.08999999999999996,0.10400000000000001,1.0
-4.015,7.08,3.967,0.516,-1.3940000000000001,-0.7959999999999999,0.0
-3.123,7.386999999999999,2.915,-0.4490000000000001,0.13699999999999996,0.396,0.0
3.1489999999999996,3.9080000000000004,3.8409999999999997,-0.08900000000000001,-0.45199999999999996,0.364,1.0
-2.2459999999999996,7.761,4.425,0.004999999999999992,-0.04599999999999997,-0.20099999999999993,0.0
-3.2329999999999997,7.001,4.353,-0.19899999999999998,-0.02900000000000001,-0.02399999999999989,0.0
-3.3609999999999998,7.836,3.042,-0.21900000000000003,0.14399999999999996,0.05099999999999999,0.0
-6.7,7.633,-0.3670000000000001,0.051000000000000045,-0.23600000000000007,-0.417,1.0
-5.6339999999999995,4.1579999999999995,3.223,-0.11099999999999995,-0.0660000000000001,0.22800000000000004,1.0
-3.03,7.328,-2.719,-0.173,-0.11900000000000006,0.04599999999999997,1.0
-2.8270000000000004,8.831999999999999,1.7469999999999999,-0.132,0.05900000000000001,-0.04000000000000001,0.0
-2.094,8.967,3.3630000000000004,0.013999999999999957,-0.13500000000000004,-0.15699999999999997,0.0
-2.192,8.821000000000002,2.6339999999999995,-0.08199999999999999,-0.03699999999999999,-0.02,0.0
-7.2299999999999995,4.65,-8.363,0.7020000000000001,-0.298,-0.39,0.0
-2.554,8.12,3.153,0.020999999999999987,-0.202,0.0059999999999999915,0.0
-3.026,7.927,4.697,-0.03800000000000001,-0.033999999999999975,-0.09399999999999996,0.0
-2.822,8.132000000000001,3.592,-0.081,0.025999999999999957,0.06500000000000003,0.0
-2.8449999999999998,8.428,3.293,-0.26099999999999995,0.4009999999999999,0.03400000000000001,1.0
-2.545,8.052000000000001,3.129,-0.23300000000000004,0.05499999999999995,0.15400000000000003,0.0
-2.0380000000000003,8.699,2.969,-0.085,-0.05499999999999998,-0.002999999999999998,0.0
-3.075,8.044999999999998,3.6440000000000006,-0.009000000000000008,-0.024000000000000014,-0.021000000000000005,0.0
-3.3979999999999997,8.123000000000001,4.071,0.04299999999999994,-0.11000000000000006,-0.29500000000000004,0.0
-5.272,7.492,-0.5189999999999999,0.15999999999999998,0.04099999999999997,0.183,1.0
-2.2800000000000002,8.103,3.8339999999999996,-0.08,-0.09,0.012999999999999994,0.0
-3.9240000000000004,6.803,3.711,0.037000000000000026,-0.073,-0.2849999999999999,0.0
-2.622,9.478,2.729,-0.195,-0.072,0.13900000000000007,0.0
-0.461,5.877,3.7379999999999995,0.07999999999999997,0.11099999999999995,-0.21799999999999997,1.0
-1.294,8.641,3.169,0.049,-0.48600000000000004,-0.255,0.0
-1.7579999999999998,9.136000000000001,1.3490000000000002,-0.13,0.05500000000000003,0.10300000000000005,0.0
2.26,3.7590000000000003,3.168,0.060999999999999964,-0.12500000000000006,-0.202,1.0
-1.3119999999999998,8.78,-0.4940000000000001,0.09499999999999997,0.036999999999999963,-0.05200000000000001,1.0
-5.601,6.720000000000001,-0.20999999999999996,-0.34199999999999997,0.37,0.259,1.0
-3.6399999999999997,7.849000000000001,3.818,-0.048999999999999974,-0.6990000000000001,-0.472,0.0
-2.0140000000000002,7.398999999999999,4.6450000000000005,-0.20800000000000002,-0.03600000000000002,-0.1259999999999999,0.0
-2.433,8.555000000000001,4.164,0.0030000000000000027,0.036999999999999936,-0.11599999999999999,0.0
-2.366,8.858,2.243,-0.101,0.024000000000000004,-0.028000000000000004,0.0
-3.019,9.009,4.15,0.185,-0.09100000000000001,-0.11000000000000001,0.0
-2.332,8.809000000000001,3.1089999999999995,-0.07100000000000004,-0.051000000000000045,-0.097,0.0
-2.4059999999999997,8.216000000000001,4.299,-0.0020000000000000686,0.003999999999999953,-0.11199999999999999,0.0
-2.3120000000000003,8.467,3.94,0.06200000000000001,0.048999999999999946,-0.16999999999999998,0.0
-3.4129999999999994,7.452000000000001,3.165,0.134,-0.04800000000000003,0.044000000000000025,0.0
-3.647,5.457,5.263,0.002000000000000041,-0.024999999999999984,-0.0009999999999999731,0.0
-3.607,6.744,-0.23300000000000026,0.859,-0.41500000000000004,-0.077,1.0
-2.474,7.547,4.3580000000000005,-0.186,-0.311,-0.044999999999999894,0.0
-1.255,9.012,2.098,-0.061,0.017000000000000015,-0.06499999999999996,0.0
-3.412,7.153999999999999,4.665,-0.11600000000000002,0.081,0.15799999999999997,0.0
-3.2439999999999998,7.787000000000001,4.157,-0.054000000000000006,0.11800000000000002,0.05900000000000003,0.0
-3.257,7.427,3.3519999999999994,-0.28099999999999997,0.01399999999999998,0.079,0.0
-2.7060000000000004,6.378,5.111,0.05499999999999999,0.05700000000000003,0.18200000000000002,0.0
-3.153,7.475999999999999,4.343999999999999,-0.095,-0.005000000000000002,-0.057000000000000016,0.0
-5.202,7.551,2.395,-0.225,-0.21399999999999997,0.12,0.0
-2.8289999999999997,8.133,3.596,-0.293,0.5399999999999998,0.30999999999999994,1.0
-2.856,8.568000000000001,2.56,-0.32699999999999996,0.23099999999999993,0.198,1.0
-2.62,8.142,3.6260000000000003,-0.19700000000000004,0.33599999999999997,-0.06899999999999999,0.0
-3.179,8.532,2.475,-0.21599999999999997,-0.03800000000000001,-0.03399999999999987,0.0
-3.325,7.74,2.973,-0.33399999999999996,0.15699999999999995,0.13200000000000003,1.0
-1.541,5.746,-3.153,0.20400000000000004,0.42899999999999994,-0.03600000000000002,1.0
-1.327,9.3,0.665,-0.039,0.007000000000000024,-0.05599999999999998,0.0
-8.142,4.45,-7.685,0.5330000000000001,-0.313,-0.29500000000000004,0.0
-1.2550000000000001,7.941,4.076,-0.363,-0.02500000000000003,-0.1089999999999999,0.0
-4.543,7.154999999999999,3.312,-0.12099999999999997,-0.129,0.0960000000000001,0.0
-2.683,8.196,3.628,-0.2789999999999999,0.5129999999999999,0.276,1.0
-2.366,8.017999999999999,3.7279999999999993,0.32599999999999996,-0.30300000000000005,-0.325,0.0
-2.777,8.788,1.7,-0.06100000000000001,-0.049999999999999996,-0.03900000000000001,0.0
-5.691,7.725,1.545,-0.132,-0.057999999999999996,0.05799999999999998,0.0
-2.893,8.226,4.007,-0.03300000000000004,-0.12800000000000003,-0.056000000000000015,0.0
-2.96,8.319999999999999,2.675,-0.32300000000000006,0.5469999999999999,0.09399999999999997,0.0
-3.012,8.193999999999999,2.976,-0.21600000000000005,0.24099999999999996,0.19299999999999998,0.0
-3.1910000000000003,7.674000000000001,3.6620000000000004,0.10799999999999996,-0.14900000000000002,-0.148,0.0
-2.369,8.042,3.65,-0.246,0.283,0.135,0.0
-3.496,7.929,3.4539999999999997,-0.03200000000000004,-0.22900000000000004,-0.020000000000000007,0.0
-3.1679999999999997,5.426,6.498,-0.010999999999999977,-0.126,0.41600000000000004,0.0
-2.6420000000000003,8.175,2.998,-0.343,0.19299999999999998,0.175,0.0
-2.149,8.691999999999998,2.538,-0.097,0.04600000000000001,-0.019000000000000006,0.0
-2.768,8.706,1.6059999999999999,-0.097,-0.004999999999999995,-0.068,0.0
-4.126,8.428,2.597,-0.518,0.709,0.18499999999999997,0.0
-4.9590000000000005,7.5649999999999995,2.459,-0.022,0.077,-0.04300000000000001,0.0
-2.148,7.812,4.39,0.133,-0.06400000000000006,-0.184,0.0
-2.8810000000000002,8.443,2.9389999999999996,0.10099999999999994,-0.24900000000000003,-0.17700000000000005,0.0
-3.9619999999999997,8.114,2.629,0.11599999999999996,-0.521,-0.192,0.0
-2.615,7.941000000000001,4.237,0.03899999999999999,0.10699999999999996,-0.12399999999999997,0.0
-0.9359999999999999,8.870999999999999,2.8099999999999996,-0.18299999999999997,0.11599999999999996,-0.054999999999999896,0.0
-3.239,7.583,3.04,-0.20900000000000002,-0.01700000000000003,0.091,0.0
-2.902,7.9030000000000005,3.6079999999999997,-0.21200000000000002,0.05699999999999998,0.1500000000000001,0.0
-2.907,8.969,1.4659999999999997,-0.04900000000000001,-0.177,0.01,0.0
-2.775,8.536,3.6519999999999997,0.12400000000000004,0.13099999999999995,-0.308,0.0
-3.18,7.878,3.4910000000000005,-0.25800000000000006,0.417,0.18,0.0
-4.161,5.4719999999999995,4.985,0.06500000000000004,-0.06999999999999999,0.13600000000000004,0.0
-3.287,7.427,-0.9639999999999999,-0.26599999999999996,-0.24400000000000008,0.25,1.0
-3.152,7.944,3.31,-0.14699999999999996,-0.267,-0.044999999999999894,0.0
-3.5460000000000003,8.237,4.537000000000001,-0.03199999999999998,0.051999999999999956,-0.13499999999999998,0.0
-4.06,6.316,-2.2560000000000002,-0.33599999999999997,-0.2770000000000001,-0.019999999999999997,1.0
-2.596,7.965000000000001,4.2,0.016,0.03400000000000001,0.01900000000000002,0.0
-3.098,8.997,4.122999999999999,0.15,-0.087,-0.131,0.0
-4.765,5.048,5.99,-0.07799999999999996,-0.3180000000000001,-0.10100000000000002,1.0
-3.015,7.133,4.523000000000001,-0.021,-0.221,-0.144,0.0
-4.566,7.0680000000000005,5.383,0.02500000000000004,-0.03199999999999999,0.471,0.0
-3.2409999999999997,7.470000000000001,4.135,0.023000000000000027,-0.016,-0.2129999999999999,0.0
-4.176,7.566,2.0919999999999996,-0.28900000000000003,-0.37100000000000005,0.26,0.0
-3.3810000000000002,7.984,3.0660000000000003,-0.04299999999999997,0.11799999999999997,0.0800000000000001,0.0
-2.696,7.664,2.898,0.08999999999999998,-0.04000000000000002,-0.348,0.0
-2.744,8.136999999999999,3.044,-0.10600000000000002,-0.023000000000000048,0.007000000000000006,0.0
-1.923,7.016,-2.847,-0.44799999999999995,-0.19000000000000006,0.14699999999999996,1.0
-0.157,8.806000000000001,3.058,-0.493,-0.14800000000000002,0.003000000000000108,0.0
-3.195,7.989,3.464,-0.11799999999999997,-0.181,-0.05000000000000001,0.0
-2.599,9.134,0.22999999999999998,-0.14799999999999996,-0.11300000000000003,0.10200000000000012,0.0
-3.177,7.6129999999999995,3.8300000000000005,-0.087,0.09499999999999999,0.024000000000000014,0.0
-3.306,7.776000000000001,4.166,-0.007000000000000004,0.008000000000000012,0.01200000000000003,0.0
-2.761,8.050999999999998,3.929,0.01299999999999996,-0.24900000000000003,-0.11700000000000002,0.0
-1.639,8.966,1.332,-0.066,-0.088,0.12000000000000004,0.0
0.7180000000000002,5.917,0.8780000000000001,-0.292,-0.22000000000000003,0.49800000000000005,1.0
2.175,4.263,3.2620000000000005,-0.07400000000000002,-0.339,0.186,1.0
-2.498,7.87,3.7560000000000002,0.03700000000000003,0.20599999999999996,-0.21799999999999997,0.0
-3.215,7.911,3.3890000000000002,-0.14500000000000002,0.00899999999999997,0.00699999999999999,0.0
-2.722,7.837000000000001,4.165000000000001,0.093,-0.10100000000000005,-0.22599999999999998,0.0
-4.573,6.6659999999999995,2.972,-0.27699999999999997,0.0020000000000000044,0.3580000000000001,0.0
-2.975,8.081999999999999,4.461,0.196,-0.11400000000000003,-0.251,0.0
-3.969,7.561,3.906,-0.20099999999999998,-0.07000000000000002,0.177,0.0
-2.927,7.758,4.2330000000000005,-0.07099999999999998,-0.14999999999999997,-0.26599999999999996,0.0
-4.7989999999999995,8.211000000000002,-2.319,0.09799999999999998,-0.08200000000000005,0.14100000000000001,1.0
-2.378,8.378,4.226,0.173,0.20399999999999996,-0.22799999999999998,0.0
-3.696,7.476999999999999,3.6049999999999995,-0.21700000000000003,0.08299999999999996,0.27699999999999997,0.0
0.18099999999999977,5.422,3.4509999999999996,-0.139,-0.49700000000000005,0.506,1.0
-1.587,6.683,7.047,-0.01099999999999998,0.134,0.5309999999999999,0.0
-2.9099999999999997,7.787000000000001,3.4659999999999997,0.17399999999999993,-0.20400000000000004,-0.22800000000000004,0.0
-3.502,7.993,3.749,-0.05300000000000005,-0.08000000000000003,-0.008000000000000021,0.0
-3.3980000000000006,6.547999999999999,5.8229999999999995,-0.329,0.5309999999999999,0.17099999999999999,1.0
-3.438,7.766,3.8549999999999995,-0.095,-0.10000000000000005,-0.12,0.0
-7.003,4.8309999999999995,-8.42,0.684,-0.31999999999999995,-0.29999999999999993,0.0
-2.6399999999999997,8.3,3.8910000000000005,-0.259,0.26999999999999996,0.09500000000000004,0.0
-5.55,6.676,-0.22699999999999995,-0.29599999999999993,0.44799999999999995,0.251,1.0
-3.311,7.776999999999999,2.7009999999999996,-0.31000000000000005,0.22799999999999992,0.197,0.0
-3.1790000000000003,7.610000000000001,4.1,0.15499999999999997,-0.29999999999999993,-0.17399999999999996,0.0
-2.8329999999999997,7.911,3.774,-0.15100000000000005,0.207,-0.019000000000000006,0.0
-3.4760000000000004,5.639,5.4030000000000005,-0.009999999999999962,0.018000000000000016,-0.04599999999999997,0.0
-3.4620000000000006,8.591,1.482,0.213,-0.13000000000000003,-0.14399999999999988,0.0
-2.1270000000000002,7.8709999999999996,3.565,-0.179,0.04000000000000001,0.014000000000000002,0.0
-3.088,7.609999999999999,3.9590000000000005,-0.05900000000000001,-0.09300000000000004,-0.05599999999999998,0.0
-3.0469999999999997,7.737,3.1670000000000003,-0.266,0.27999999999999997,0.221,0.0
-3.1029999999999998,7.837999999999999,4.709,-0.004000000000000009,-0.058999999999999976,-0.11899999999999995,0.0
-2.348,8.471,4.048,-0.06999999999999998,0.15799999999999995,-0.057999999999999975,0.0
-4.522,8.16,2.633,-0.53,0.616,0.182,0.0
-0.023,9.469,1.8029999999999997,-0.441,-0.025000000000000012,-0.18000000000000002,1.0
-2.428,8.697999999999999,2.0020000000000002,-0.072,-0.022999999999999986,-0.019000000000000003,0.0
-2.79,7.917999999999999,3.415,0.011999999999999938,-0.16100000000000003,-0.246,0.0
-4.572,9.992,2.2910000000000004,0.12799999999999997,-0.491,0.16399999999999998,0.0
-1.9789999999999999,8.462,3.248,-0.056999999999999974,-0.25900000000000006,0.036000000000000115,0.0
-2.5060000000000002,8.533,2.7649999999999997,-0.15899999999999997,0.22299999999999995,-0.005999999999999983,0.0
-3.176,7.356,3.9010000000000007,-0.05699999999999998,-0.082,-0.040999999999999884,0.0
-3.3609999999999998,8.034,3.2560000000000002,0.03199999999999996,-0.329,-0.101,0.0
-2.856,7.234999999999999,4.4159999999999995,-0.038,-0.343,0.13600000000000004,0.0
-2.3649999999999998,6.099,6.9670000000000005,-0.02999999999999998,-0.048,0.6980000000000001,0.0
4.046,4.996,0.9869999999999999,-0.25,-0.21400000000000002,0.465,1.0
-3.1889999999999996,7.959999999999999,3.6,-0.17999999999999997,-0.0530000000000001,0.0029999999999999944,1.0
-3.498,6.695,2.6220000000000003,-0.307,-0.08200000000000003,0.18100000000000005,0.0
-3.864,8.023,2.872,0.10200000000000001,0.33599999999999997,-0.15799999999999986,0.0
-2.607,8.189,3.7590000000000003,-0.16100000000000003,0.366,-0.078,0.0
-1.7129999999999999,9.007000000000001,-0.1280000000000002,-0.06300000000000003,-0.4600000000000001,0.047,1.0
-3.0970000000000004,7.858,3.636,-0.07399999999999998,-0.093,0.007000000000000105,0.0
-1.366,9.312999999999999,1.248,-0.05900000000000001,0.08400000000000003,0.04200000000000003,0.0
-4.014,7.447,4.062,-0.06699999999999999,-0.23900000000000002,-0.08900000000000002,0.0
-2.907,7.609,4.4350000000000005,0.13399999999999998,-0.18299999999999997,-0.13199999999999998,0.0
-2.64,7.714999999999999,4.215999999999999,-0.159,-0.046999999999999986,0.06900000000000002,0.0
-2.197,8.857,2.601,-0.078,-0.030999999999999993,-0.015,0.0
-2.048,8.559999999999999,3.8240000000000003,-0.39099999999999996,0.0030000000000000027,0.0029999999999999983,0.0
-2.413,8.050999999999998,3.156,-0.156,0.146,0.11300000000000002,0.0
-1.938,8.166,4.095000000000001,-0.11599999999999999,0.047,0.023999999999999997,0.0
-2.621,8.261,3.018,-0.265,0.479,0.18,0.0
-1.1439999999999997,6.673,-4.543000000000001,-0.371,-0.2700000000000001,0.05500000000000001,1.0
-1.7380000000000002,9.161,1.2129999999999999,-0.101,0.03300000000000003,0.15800000000000003,0.0
-3.2949999999999995,7.507,3.7800000000000002,-0.02899999999999997,-0.028999999999999988,-0.2299999999999999,0.0
-3.165,7.780999999999999,3.91,0.19699999999999998,-0.429,-0.26899999999999996,0.0
-2.706,7.751,3.7039999999999997,0.072,-0.09400000000000004,-0.231,0.0
-3.0380000000000003,8.567,3.1109999999999998,-0.14800000000000008,0.291,0.11399999999999999,0.0
-3.122,8.058,3.7479999999999998,0.17,-0.267,-0.269,0.0
-2.952,8.353,1.289,-0.15299999999999994,-0.1910000000000001,0.174,1.0
-5.776999999999999,5.106999999999999,2.141,-0.09999999999999995,0.08799999999999993,-0.073,1.0
-2.7380000000000004,8.009,3.536,-0.10300000000000005,0.14199999999999996,-0.122,0.0
-2.642,8.878,1.6560000000000001,-0.09,-0.018999999999999982,-0.05,0.0
-3.0799999999999996,8.288,3.857,-0.221,0.25699999999999995,0.07600000000000003,0.0
-2.504,7.87,3.4549999999999996,-0.031000000000000017,0.05799999999999996,0.077,0.0
-4.726,7.116,3.2560000000000002,-0.13499999999999995,-0.031999999999999994,0.0640000000000001,0.0
2.778,5.382,3.308,-0.10200000000000001,-0.17300000000000001,-0.07300000000000004,1.0
-1.342,9.012,2.194,0.077,-0.23899999999999996,-0.16999999999999996,0.0
-2.5100000000000002,8.021,3.447,-0.24500000000000002,0.10200000000000001,0.029000000000000005,0.0
-4.4030000000000005,7.046000000000001,4.067,0.302,-0.21500000000000002,-0.1859999999999999,0.0
-3.6020000000000003,8.208,4.372,0.020000000000000018,-0.21200000000000005,-0.187,0.0
-2.406,7.698,4.09,0.179,-0.45899999999999996,-0.266,0.0
-2.77,7.779999999999999,4.172,0.10400000000000001,-0.10800000000000003,-0.23299999999999996,0.0
-2.663,8.895,1.526,-0.153,0.05000000000000001,0.009999999999999998,0.0
